,stars,text,stopwords,punctuation,numerics,upper,word_count,char_count,avg_word,polarity,subjectivity
278,5, must soothe one feel like anything try something else skin go crazy finish try go back rosewater skin creaked back good ingredient without fragrance,19,10,0,1,25,149,5.2,0.024999999999999994,0.375
279,5, face love like lot purchase large size everyday put small travel size weekend bag rosacea help calm skin use wash hard water could afford id wash face,15,12,0,4,28,151,4.6,0.045436507936507935,0.5533730158730158
280,5, nice good good,0,0,0,0,4,15,4.0,0.6666666666666666,0.7333333333333334
281,5, excellent excellent,0,0,0,2,3,20,9.0,1.0,1.0
282,5, awesome stuff add serious moisture skin great body back put moisturizer face morning set make many us unbelievable try love,21,6,0,3,21,124,5.2,0.3166666666666667,0.6452380952380953
283,4, like big bottle nice fine mist face look powdery apply make hold beer great spray immediately prior hydrate face still wet especially hyaluronic acid lock h would tap water thing probably may actually soothe jury plus france therefore far luxurious,24,15,0,0,41,249,5.2,0.20185185185185184,0.5388888888888889
284,5, like like,0,0,0,0,3,10,4.0,0.0,0.0
285,5, perfect love love stuff arrive super fast thank,1,5,0,0,9,48,5.0,0.5066666666666667,0.6933333333333334
286,5, love love really help clear skin downfall cap stay securely,10,1,0,0,11,60,5.0,0.34,0.4766666666666667
287,5, love,1,3,0,0,2,5,4.0,0.5,0.6
288,5, amaze best thermal spring water ever love,3,5,0,0,8,42,5.0,0.75,0.44999999999999996
289,5, delivery fast love thermal water refresh face look hydrate recommend,7,2,0,2,11,69,5.9,0.35,0.6
290,5, wonderful love water miss face mist face put moisturizer mist fine feel good spray purchase need great miss skin put make especially mineral base make give skin glow set make love,23,10,0,4,32,180,4.8,0.3895833333333334,0.75625
291,4, bad wife didn like much know reason,6,2,0,1,8,36,4.1,-0.24999999999999992,0.43333333333333335
292,5, effective face rednessjust spray anytimereally help,3,3,0,1,7,52,7.7,0.6,0.8
293,3, spray stop work really love bought twice can stop work half full,5,1,0,2,13,65,4.4,0.22777777777777777,0.4388888888888889
294,5, love must winter month skin get dry spray face constantly notice difference day forgetlove,13,4,0,1,15,91,5.5,0.14444444444444446,0.5111111111111111
295,3, me thought might help redness around nose didn,6,1,0,1,9,47,4.9,0.0,0.0
296,5, work face refresh skin precancerous cell face go facial treatment help heal process,12,2,0,1,14,84,5.5,0.0,0.0
297,4, good good,0,0,0,0,3,10,4.0,0.7,0.6000000000000001
298,5, good hydration effect best water spray give ever use boyfriend love,2,4,0,0,12,68,5.2,0.7333333333333334,0.5
299,5, refresh hydrate face body spray dermatologist cell bottle small size price hot day keep bottle fridge amaze refresh spray believe help keep skin hydrate adult acne distance,19,3,0,2,28,173,5.4,0.03333333333333333,0.5166666666666667
300,5, great great,0,0,0,0,3,12,5.0,0.8,0.75
301,5, great great,0,2,0,0,3,12,5.0,0.8,0.75
302,5, refresh every time spray face smile real feel good simple expensive pleasure,6,4,0,2,13,77,5.4,0.13999999999999999,0.41142857142857137
303,4, four star nice,0,0,0,0,4,15,4.0,0.6,1.0
304,5, magic first heard tumbler review eczema sufferer last year suffer severe eczema outbreak result mold exposure give drop dough etc cure dermatologist visit dedicate dream ointment ever though human possible saw tumbler post thought hell lose give rubbed vitamin e supplement cover cling wrap cure mess try fancy french mineral waterbefore sprayed cover dry red patch pitch like colony ant skin give vanity sprayed head toe itch go stubborn patch improve hour spray second day use one physician work comment dermatologist must gotten right meditation comb surprised told major money id spent term clinic nothing recoverybuy insanely amazingly magical,83,30,0,14,100,649,5.6,0.09043650793650793,0.42071428571428565
305,5, great always get regular usually shower clearing face give moisture apply tone dream,8,1,0,2,14,85,5.5,0.18333333333333335,0.358974358974359
306,5, love love love buying year help skin irritation help skin stay soft supple great airplane travel need refresh great beach,10,8,0,0,21,122,5.1,0.5333333333333333,0.6083333333333333
307,5, love much good skin feel good heal sensitive skin love much good skin feel good heal sensitive skin use year,20,7,0,3,21,109,4.4,0.5,0.675
308,5, sensitive skin good sensitive skin,1,0,0,0,6,35,6.0,0.3,0.7999999999999999
309,5, perfect refresh mist love perfect spray refresh day night bed give shower wash face purchase big size travel size purse travel lot irritation breakout,17,6,0,3,25,151,5.3,0.625,0.675
310,5, order water that get like water spray gentle moisturizer really help keep skin soft hydratedgood stuff want water spray patch face,27,11,0,4,22,131,5.2,0.16666666666666666,0.45
311,5, five star refresh spray make skin look dewey,1,1,0,0,9,45,4.6,0.0,0.0
312,5, good part routine morning night refresh good part routine,11,3,0,1,10,58,5.4,0.7,0.6000000000000001
313,5, love really know package get steal love make skin hydrate feel great problem receive package milan give resident life never reach unit somebody stole package milan should come put package door instead hand resident want angry association look camera see take package po box isn sent po box guess go buy dermatologist order get steal mail man idiot wont put residence door unhappy mail service cost buy dermatologist,85,7,0,10,69,416,5.1,0.014285714285714282,0.692857142857143
314,5, seem calm refresh skin feel amaze tone know seem ridiculous promise seem calm refresh skin feel amaze tone first wash face use avenue cleanse blue one spray let dry embryolisse last crime concentrate moisturizer perfect skin care routine work actually lot less expensive alternative try bet pleasantly surprisedone small thing bear mind large container didn fit medicine cabinet,51,18,0,8,59,379,5.5,0.1253968253968254,0.5107936507936509
315,5, good love,1,0,0,0,3,10,4.0,0.6,0.6000000000000001
316,5, five star thing help skin rash lupus,4,1,0,0,8,37,4.3,0.0,0.0
317,5, love,1,0,0,1,2,5,4.0,0.5,0.6
318,5, definitely help rash face go well avenue tolerable cream order even though water add mineral feel like help face manner take care rash face,18,5,0,2,25,140,4.8,0.0,0.5
319,5, of love clot thanks well spent forgot late return week ago,7,3,0,1,12,59,4.4,0.075,0.375
320,5, five star great order would recommend,4,2,0,1,7,38,5.3,0.8,0.75
321,5, soothe irritated skin love use many year soothe irritated skin provide moisture lock face oillotion,9,5,0,1,16,100,5.7,0.5,0.55
322,5, must mist isn everything hop certainly pack punch skin definitely clearer softer skin feel burn itchy bump spray cure know haven use skin isn clear take couple day kick even day you see difference best result definitely several time day usually four morningevening plus two time provide instant relief part take time work,39,21,0,6,54,322,5.1,0.1520408163265306,0.38163265306122446
323,5, five star,0,5,0,1,3,10,4.0,0.0,0.0
324,4, feel good moisturizes skin didn see improvement feel good moisturizes skin didn see improvement skin clarity bit expensive,12,5,0,1,19,123,5.8,0.3,0.6333333333333334
325,5, thermal water great,0,0,0,0,4,20,5.7,0.8,0.75
326,5, offer relief feel nice bought sister try eczema like although see result others offer relief feel nice,20,4,0,0,18,103,5.1,0.6,1.0
327,5, five star great,0,1,0,0,4,16,4.3,0.8,0.75
328,5, five star great,0,0,0,0,4,16,4.3,0.8,0.75
329,5, like avenue much like avenue much reason say bad word brand get two day ago use california totally perfect strange smell large capacity pump nice get recommend web want recommend,21,13,0,5,31,179,5.0,0.20918367346938777,0.5207482993197278
330,5, five star great add moisture really refresh,1,2,0,0,8,44,5.3,0.5,0.475
331,4, show picture face sprayed cool tap water lot hope bit overprice booklet brand show thermal imagine face three minute spray water however show picture face sprayed cool tap water would likely show similar result guess guilty pleasure give use long time listen face moisturizer treatment make give start use tone spray cotton round haven notice major difference two cheaper band give use past much useful plastic spray bottle water mist far finer,53,21,0,4,73,445,5.2,0.014772727272727269,0.5681818181818182
332,5, five star awesome,0,1,0,0,4,18,5.0,1.0,1.0
333,5, stuff left work sensitive combination stuff left work sensitive combination skin notice distinct difference use time skin noticeably less red pimple seem small few breakout use even wash face put moisturizer thing last long time,21,12,2,5,36,229,5.5,-0.015151515151515148,0.2848484848484849
334,5, great great,0,2,0,0,3,12,5.0,0.8,0.75
335,5, five star excellent,0,1,0,0,4,20,5.7,1.0,1.0
336,5, great work dry skin,1,4,0,0,5,20,4.0,0.3666666666666667,0.675
337,5, five star way well one la rise say doesn leave skin dry,6,2,0,0,13,56,3.7,-0.06666666666666665,0.6
338,5, five star good,0,0,0,0,4,15,4.0,0.7,0.6000000000000001
339,5, five star love refresh,0,1,0,0,5,23,4.7,0.5,0.6
340,1, noble stop work noble stop work week waste,5,0,0,0,9,43,4.4,0.3333333333333333,0.6
341,5, love love,0,0,0,0,3,10,4.0,0.5,0.6
342,5, truly magic water stuff introduce year ago via man get dermatologist help moisture break like call magic water truly sprayed broken face hour ago already skin soft baby booty redness diminish heal water joke scar worth every penny work well hive recommend daily regiment aid wrinkle time well treat body amaze treat mother nature actually order large bottle home small bottle pursetravel etc,54,15,0,5,64,392,5.2,0.10714285714285714,0.41984126984126985
343,5, cool summer kid get sunburnt try calm skin work well skin get sensitive tone,12,3,0,1,15,77,4.5,0.25,0.7666666666666666
344,4, four star ok,0,0,0,1,4,13,3.3,0.5,0.5
345,5, big bottle refresh like prefer rise water bottle pretty big star,4,3,1,2,12,65,4.9,0.08333333333333333,0.4000000000000001
346,5, good hydrate skin refresh spray good hydrate skin,5,5,0,0,9,50,5.2,0.7,0.6000000000000001
347,5, five star love buy,2,0,0,2,5,19,3.7,0.5,0.6
348,5, help acne spray really help south skin acne prone problem area genuinely soothe irritation,6,2,0,0,15,91,5.5,0.30000000000000004,0.35
349,1, there defect company exchange nozzlestopped spray thermal spray left company return exchange,9,7,0,1,13,93,6.7,0.0,0.0
350,1, hi morning when morning hard spray know,9,7,0,3,8,40,4.7,-0.2916666666666667,0.5416666666666666
351,5, like cleaning face adore make face fresh like cleaning face redness face usually happens productsfor sensitive face real gold,22,12,0,6,20,126,5.6,0.0875,0.4875
352,5, five star good thing attitude supporter merchant good,3,1,0,0,9,54,5.7,0.7,0.6000000000000001
353,5, five star good,0,0,0,0,4,15,4.0,0.7,0.6000000000000001
354,5, five star favorite mine,1,1,0,1,5,24,5.0,0.5,1.0
355,5, five star nice gentle spray cleaning,4,2,0,1,7,37,5.2,0.4,0.9
356,5, five star girlfriend like much,2,1,0,0,6,31,5.2,0.2,0.2
357,5, five star good,1,0,0,0,4,15,4.0,0.7,0.6000000000000001
358,1, one star nothing,1,1,0,0,4,17,4.7,0.0,0.0
359,5, five star love,1,1,0,0,4,15,4.0,0.5,0.6
360,1, spray head spray head work use month,3,1,1,0,8,37,4.3,0.0,0.0
361,5, husband big fan yes magical forget lotion shave leg,9,5,0,1,10,52,4.8,0.25,0.55
362,3, three star water spray nothing special,0,2,0,0,7,39,5.5,0.35714285714285715,0.5714285714285714
363,5, absolutely wonderful hot day org absolutely wonderful hot day,6,2,0,0,10,62,5.9,0.625,0.925
364,5, five star like,1,1,0,0,4,15,4.0,0.0,0.0
365,3, stop spray really good small size work well large one quit spray least fluid let ill buy small size hope work like first one use amaze irritated itchy skin skin super itchy red around nose dr say that go fix,27,7,0,1,41,208,4.2,0.01976190476190476,0.43285714285714294
366,5, great ship super fast favorite calm tool skin every time,4,2,0,0,11,57,4.7,0.42666666666666664,0.7533333333333333
367,5, refresh get small bottle tipsy bag love purchase large bottle give gift since id like get small size travel size against great take along trip,14,13,0,2,26,143,4.7,0.20285714285714285,0.5157142857142858
368,5, nice nice,0,0,0,0,3,10,4.0,0.6,1.0
369,2, water hop would work high rating didn really anything spring water that cool ingredient literally say water nitrogen anything think place effect feel good hot day really doesn much offer might well put uvarka water bottle spray bottle wouldn buy,29,17,0,4,41,246,5.1,0.2942857142857143,0.46285714285714297
370,5, best hand best spring water mist use even year there comparison even la rise say thermal face mist pale comparison mist keep skin damp shower apply sincere process absolutely help keep skin hydrate nice keep bottle bedside table mist night morning refresh hydrate cool,27,9,0,3,45,269,5.1,0.4914285714285715,0.5471428571428572
371,5, five star best spring water love face quick refresh,7,2,0,0,10,52,4.8,0.611111111111111,0.4666666666666666
372,5, look forward every love stuff see term rosacea god know else regular tone mess skin right fun spray feel cool give cool frost look minute glow soft calm skin hour afterward can see downside except run fast way maybe see,28,15,0,3,41,220,4.5,0.22107142857142864,0.4587637362637363
373,5, magical fairy juice may think clock well would wrong see get small bottle monthly tipsy bag laugh bottle water toss basket home office sat month one day work really hot decide spray water face rather walk lazy butt room wash face dear god refresh face felt dare say magical read bottle look online sort illegal ingredient make face feel way know really care anymore stuff amaze single day go travel bottle bottle purse large bottle sits vanity whenever face need pick right apply foundation your hot your sad eat gallon ice cream feel defeat spray face feel well instantly told friend believe spray buy tell youfairy juice worth every penny,119,51,0,19,111,641,4.8,0.04553571428571429,0.609077380952381
374,5, notice difference even tone small pore struggle breakout splotchy skin vitamin c serum essential oil good success reading give try wash face pm water cleanse spray add it c serum essential oil week notice skin seem even tone pore seem small pretty cool,26,3,0,7,44,253,4.9,0.1375,0.45625
375,5, five star nice,0,0,0,0,4,15,4.0,0.6,1.0
376,5, soothe love sensitive skin soothe inflammation apply moisturizer much well even spray,8,3,0,2,13,86,6.2,0.26666666666666666,0.5666666666666667
377,5, feel kind like spray doesn feel way expect refresh feel kind like spray water,6,2,0,1,15,78,4.6,0.6,0.9
378,5, sensitive skin sure sensitive skin sure help redness refresh wet make sponge apply foundation,15,9,0,3,15,94,5.7,0.21999999999999997,0.7955555555555555
379,4, good though transparent smell habit good though,2,8,0,0,8,48,5.9,0.7,0.6000000000000001
380,5, wonderful bug bite sunburnt minor scrap stuff make feel well plus little mist face morning keep feel look bright day,11,5,0,0,21,117,4.8,0.365625,0.625
381,3, dry breakout skin dry sensitive oily acne prone skin found dry skin lot expect help breakout recently dry heal quicker winter skin feel super dry continue see work long term keep acne bay use avenue lotion pm still moisturize skin,55,10,0,11,41,231,4.8,0.006250000000000007,0.6208333333333333
382,5, good leaf soft feel,2,0,0,0,5,20,4.0,0.39999999999999997,0.47500000000000003
383,5, buy clear face calm skin really sensitive skin didn irritate,10,3,0,1,11,61,5.1,0.1666666666666667,0.6777777777777777
384,1, one star cap completely shatter inside plastic wrap,2,0,0,0,9,52,5.5,0.1,0.4
385,1, one star dry skin,3,1,0,0,5,18,3.5,-0.06666666666666665,0.6
386,5, five star good usual big let feel comfortable,4,1,0,0,9,46,4.7,0.2125,0.4375
387,5, love bought bc saw spence love bought bc saw spence platt rave definitely agree stuff awesome leaf your akin feel refresh healthy without harsh chemical,13,8,0,5,26,153,5.1,0.3833333333333333,0.65
388,5, five star moisture gentle,1,1,0,0,5,26,5.5,0.2,0.8
389,5, great price love keep skin moist apply face get deeper rub great price recently move florida skin stayed moist humidity southern ca dry keep skin moist keep wrinkle look important part anti rag regiment,26,10,1,5,35,203,5.0,0.3476190476190476,0.5642857142857143
390,3, decent spray eczema order vital user review credit review say almost instantly relieve eczema bought daughter along xeracalm ad crime use together well unfortunately effect eczema little rash face she longer use it use crime lichen plan skin condition similar eczema saw change use moisturizer facial spray work fine feel great use wouldn necessarily purchase give price can say make difference skin lot different feel refresh use,66,26,0,6,68,431,5.4,0.07234848484848486,0.5893939393939394
391,5, five star great,0,3,0,0,4,16,4.3,0.8,0.75
392,2, honestly water mist form honestly water mist form can say feel skin less dry use routine couple week,15,7,0,1,19,101,4.6,0.24166666666666664,0.6166666666666667
393,5, five star like item result well expect keep buy item,5,3,0,3,11,53,4.3,0.0,0.0
394,5, five star love sensitive skin wonder,9,3,0,2,7,37,5.2,0.3,0.75
395,5, five star really soothe,0,0,0,0,5,24,5.0,0.2,0.2
396,5, love quality love quality price size really cool spray face body well nice even sensitive skin keep skin soft hydrate morning night would recommend everyone purchase future,23,8,0,1,28,173,5.4,0.3071428571428572,0.6035714285714285
397,1, horrible lean package bad puncture open lean everywhere couldn even unhappy,7,8,0,1,12,76,5.9,-0.575,0.7666666666666666
398,5, great ship fast love ship fast,1,2,0,0,7,31,4.2,0.425,0.6375000000000001
399,5, five star good,0,0,0,0,4,15,4.0,0.7,0.6000000000000001
400,1, june piece cap disappointed since can return go give one star use one day spray valve stop work result can not june piece cap disappointed,14,9,0,4,26,139,4.6,-0.75,0.75
401,5, feel soooooo good honestly id give star possible scalp psoriasis help oil cream give ever use include prescription section hair spray onto scalp honestly like automatic relief itch burning doesn make go away anything boy feel wonderful,25,10,0,2,38,236,5.4,0.58,0.8800000000000001
402,5, soothe seborrheic dermatitis keep fresh suffer seborrheic dermatitis plague scalp forehead eyebrow beard know general face area bad enough look like wizard person time flake face know physically irritate think burning itchy sensation akin mild sunburnt spring water keep feel check along urge scratch rub face every day several time day love simplicity fact plaster good face leaf oily icy plain old water thermal spring tell tap water tap water achieve result something soothe water due mineral composition magic go heal something cure sure hell make face feel fresh stretch cardboard like,94,28,0,6,93,591,5.4,0.1340029761904762,0.4644097222222222
403,5, five star love refresh arrives time,1,11,0,0,7,36,5.0,0.5,0.6
404,5, five star perfect,0,1,0,0,4,18,5.0,1.0,1.0
405,5, five star work good,0,1,0,0,5,20,4.0,0.7,0.6000000000000001
406,5, friend recommend accurate treatment friend recommend accurate treatment wonderful call magical mist,19,5,0,2,13,100,7.3,0.5750000000000001,0.8166666666666667
407,5, five star good dry skin,2,0,0,0,6,24,3.8,0.31666666666666665,0.6000000000000001
408,5, good use four year really fan though price u bit high compare he,11,5,0,3,14,65,4.0,0.3533333333333333,0.4466666666666666
409,5, wont lie spray wont lie spray face know water magical water price,19,8,0,0,13,66,4.5,0.5,1.0
410,5, five star good dear,0,0,0,3,5,20,4.0,0.7,0.6000000000000001
411,4, good bad skin teenager mon get haven see anywhere online great around season,12,5,0,3,14,77,4.9,0.2666666666666667,0.6722222222222222
412,5, five star good little expensive,0,2,0,1,6,32,5.4,0.004166666666666652,0.6
413,5, five star like,1,0,0,0,4,15,4.0,0.0,0.0
414,5, fresh french rep skin wash dissolve hard water rinse soften skin mass take fresh throughout day notice difference clarity softness skin since add regime thanks french girl skin care article,23,5,0,3,31,190,5.3,0.08472222222222221,0.29027777777777775
415,5, great great stuff good moisturize press skin sincere nice gentle,3,3,0,0,11,65,5.5,0.6,0.7333333333333334
416,5, good always good always use long time helpful sensitive skin especially expose sunshine long time,14,4,0,1,16,98,5.5,0.2333333333333333,0.65
417,1, disappointingwaste waste time money find beneficial way disappoint,10,7,0,2,9,67,7.4,-0.2,0.0
418,5, five star clean n fresh,0,1,0,0,6,24,3.8,0.33333333333333337,0.6000000000000001
419,5, great sensitive skin hot summer day minor case rosacea dermatologist recommend appease skin twenty year ago still day doesn claim fix problem yet calm soothe skin almost instantly hot day cool dry skin tend dry skin little bit apply follow tiny bit moisturizer dry back normal,53,10,0,6,47,277,5.0,0.12589285714285714,0.6
420,5, five star good,0,0,0,0,4,15,4.0,0.7,0.6000000000000001
421,4, four star excellent open lid white stuff fall,7,1,0,1,9,46,4.7,0.3333333333333333,0.5
422,5, five star water pressure bottle already know,7,1,0,0,8,45,5.4,0.0,0.0
423,5, five star great,0,1,0,0,4,16,4.3,0.8,0.75
424,5, five star great order again,1,1,0,0,6,28,4.6,0.8,0.75
425,4, four star good,0,0,0,0,4,15,4.0,0.7,0.6000000000000001
426,5, refresh gentle skin know thermal water sure really anything love use avenue french favorite throughout day feel refresh give skin slight glow definitely need get travel size keep purse throughout work day,29,7,0,3,33,205,5.4,0.21666666666666665,0.5194444444444444
427,3, three star really like sadly come without lid,3,2,0,1,9,46,4.7,-0.15,0.6
428,5, east refresh light cleanse wonderful repeat buyer encourages hygienic quick easy daytime,2,3,0,0,13,89,6.4,0.5416666666666666,0.7583333333333334
429,5, love first time use love first time use tell skin get fresh every spray take,9,5,0,2,16,77,4.1,0.36,0.4733333333333333
430,2, think quality bottle good suggest people reading review pumpcap part work can spray normally still lot water reading review think alone think quality bottle good suggest people reading review within short period time switch another brand,35,12,0,4,37,238,5.6,0.38749999999999996,0.5375
431,5, five star good disperse,0,0,0,0,5,24,5.0,0.7,0.6000000000000001
432,5, five star beautiful fast shipping p,3,0,0,0,7,36,5.0,0.525,0.8
433,5, amaze amaze everybody use,4,1,0,0,5,26,5.5,0.0,0.0
434,4, four star,2,0,0,0,3,10,4.0,0.0,0.0
435,5, summer must lake summer must lake home front fan woman certain age night sweat instant refresh relief heat sweat sunburnt,24,8,0,0,21,122,5.1,0.10714285714285714,0.6190476190476191
436,5, five star summertime must,0,1,0,1,5,26,5.5,0.0,0.0
437,5, super seal moisturizer super seal moisturizer love,6,4,0,2,8,51,6.3,0.38888888888888884,0.6444444444444444
438,5, five star love stuff,0,1,0,3,5,21,4.2,0.5,0.6
439,5, really really good make dry face nice moist really really good make dry face nice moist even though sensitive dry skin love,8,7,0,1,23,124,4.6,0.3333333333333333,0.7222222222222222
440,5, five star best skin really fresh,3,2,0,0,7,33,4.5,0.65,0.4
